word,category,section,subcategory,phonetic,part_of_speech,meaning_cn,example_en,example_cn,source,difficulty
laconic,GRE,GRE核心词,GRE核心词,,adj.,"简洁的, 用词少的",,,gre核心词data.xlsx,1
laggard,GRE,GRE核心词,GRE核心词,,adj.,缓慢的；落后的,,,gre核心词data.xlsx,1
lambaste,GRE,GRE核心词,GRE核心词,,v.,严厉批评,,,gre核心词data.xlsx,1
lament,GRE,GRE核心词,GRE核心词,,v.,"哀叹, 哀悼",,,gre核心词data.xlsx,1
languish,GRE,GRE核心词,GRE核心词,,v.,"衰落, 不活跃",,,gre核心词data.xlsx,1
lapse,GRE,GRE核心词,GRE核心词,,v.,停止,,,gre核心词data.xlsx,1
lassitude,GRE,GRE核心词,GRE核心词,,n.,无精打采,,,gre核心词data.xlsx,1
latent,GRE,GRE核心词,GRE核心词,,adj.,"潜藏的, 潜在的",,,gre核心词data.xlsx,1
latitude,GRE,GRE核心词,GRE核心词,,n.,自由,,,gre核心词data.xlsx,1
laudatory,GRE,GRE核心词,GRE核心词,,adj.,赞美的,,,gre核心词data.xlsx,1
laurel,GRE,GRE核心词,GRE核心词,,n.,荣誉,,,gre核心词data.xlsx,1
lavish,GRE,GRE核心词,GRE核心词,,adj.,奢华的,,,gre核心词data.xlsx,1
layperson,GRE,GRE核心词,GRE核心词,,n.,外行,,,gre核心词data.xlsx,1
leach,GRE,GRE核心词,GRE核心词,,v.,"被冲走, 滤去",,,gre核心词data.xlsx,1
leading,GRE,GRE核心词,GRE核心词,,adj.,最重要的,,,gre核心词data.xlsx,1
leak,GRE,GRE核心词,GRE核心词,,v.,泄漏信息,,,gre核心词data.xlsx,1
leap,GRE,GRE核心词,GRE核心词,,v.,（话题、言论）跳跃,,,gre核心词data.xlsx,1
leaven,GRE,GRE核心词,GRE核心词,,v.,"使...生动, 使...更有趣",,,gre核心词data.xlsx,1
legible,GRE,GRE核心词,GRE核心词,,adj.,清楚的，易读的,,,gre核心词data.xlsx,1
legitimate,GRE,GRE核心词,GRE核心词,,adj.,合法的,,,gre核心词data.xlsx,1
lengthy,GRE,GRE核心词,GRE核心词,,adj.,冗长的,,,gre核心词data.xlsx,1
lenient,GRE,GRE核心词,GRE核心词,,adj.,宽容的,,,gre核心词data.xlsx,1
lest,GRE,GRE核心词,GRE核心词,,conj.,唯恐,,,gre核心词data.xlsx,1
lethargic,GRE,GRE核心词,GRE核心词,,adj.,无精打采的,,,gre核心词data.xlsx,1
level-headed,GRE,GRE核心词,GRE核心词,,adj.,头脑清晰冷静的,,,gre核心词data.xlsx,1
leveling,GRE,GRE核心词,GRE核心词,,n.,使平等，使一致,,,gre核心词data.xlsx,1
levity,GRE,GRE核心词,GRE核心词,,n.,"不严肃, 轻浮",,,gre核心词data.xlsx,1
liberal,GRE,GRE核心词,GRE核心词,,adj.,慷慨的,,,gre核心词data.xlsx,1
license,GRE,GRE核心词,GRE核心词,,n.,自由,,,gre核心词data.xlsx,1
like-minded,GRE,GRE核心词,GRE核心词,,adj.,"思维相似的, 想法一致的",,,gre核心词data.xlsx,1
liken,GRE,GRE核心词,GRE核心词,,v.,比较,,,gre核心词data.xlsx,1
limpid,GRE,GRE核心词,GRE核心词,,adj.,清澈透明的,,,gre核心词data.xlsx,1
linkage,GRE,GRE核心词,GRE核心词,,n.,"连接, 联结",,,gre核心词data.xlsx,1
lionize,GRE,GRE核心词,GRE核心词,,v.,"重视, 尊敬",,,gre核心词data.xlsx,1
list,GRE,GRE核心词,GRE核心词,,n.,倾斜,,,gre核心词data.xlsx,1
list10,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list11,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list12,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list13,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list14,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list15,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list16,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list17,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list18,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list19,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list2,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list20,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list21,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list22,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list23,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list24,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list25,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list26,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list27,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list28,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list29,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list3,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list30,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list31,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list32,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list33,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list34,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list35,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list36,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list37,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list38,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list39,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list4,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list40,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list41,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list41-43自主背诵,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list42,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list43,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list5,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list6,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list7,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list8,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
list9,GRE,GRE核心词,GRE核心词,,,,,,gre核心词data.xlsx,1
listless,GRE,GRE核心词,GRE核心词,,adj.,没精打采的,,,gre核心词data.xlsx,1
loath,GRE,GRE核心词,GRE核心词,,adj.,不情愿的,,,gre核心词data.xlsx,1
locale,GRE,GRE核心词,GRE核心词,,n.,地点,,,gre核心词data.xlsx,1
lockstep,GRE,GRE核心词,GRE核心词,,n.,因循守旧；步调一致,,,gre核心词data.xlsx,1
long,GRE,GRE核心词,GRE核心词,,v.,渴望,,,gre核心词data.xlsx,1
long-winded,GRE,GRE核心词,GRE核心词,,adj.,冗长无聊的,,,gre核心词data.xlsx,1
loose,GRE,GRE核心词,GRE核心词,,adj.,松弛的,,,gre核心词data.xlsx,1
lopsided,GRE,GRE核心词,GRE核心词,,adj.,不均衡的,,,gre核心词data.xlsx,1
loquacious,GRE,GRE核心词,GRE核心词,,adj.,话多的,,,gre核心词data.xlsx,1
lucid,GRE,GRE核心词,GRE核心词,,adj.,清晰的,,,gre核心词data.xlsx,1
lucrative,GRE,GRE核心词,GRE核心词,,adj.,"盈利的, 赚钱的",,,gre核心词data.xlsx,1
ludicrous,GRE,GRE核心词,GRE核心词,,adj.,滑稽可笑的,,,gre核心词data.xlsx,1
lugubrious,GRE,GRE核心词,GRE核心词,,adj.,悲伤的,,,gre核心词data.xlsx,1
lull,GRE,GRE核心词,GRE核心词,,v.,使平静,,,gre核心词data.xlsx,1
luminary,GRE,GRE核心词,GRE核心词,,n.,杰出人物,,,gre核心词data.xlsx,1
lure,GRE,GRE核心词,GRE核心词,,v.,诱惑,,,gre核心词data.xlsx,1
lurid,GRE,GRE核心词,GRE核心词,,adj.,"令人震惊的, 耸人听闻的",,,gre核心词data.xlsx,1
lurk,GRE,GRE核心词,GRE核心词,,v.,潜藏,,,gre核心词data.xlsx,1
lush,GRE,GRE核心词,GRE核心词,,adj.,"茂盛的, 郁郁葱葱的",,,gre核心词data.xlsx,1
luxuriant,GRE,GRE核心词,GRE核心词,,adj.,繁茂的,,,gre核心词data.xlsx,1
machination,GRE,GRE核心词,GRE核心词,,n.,诡计,,,gre核心词data.xlsx,1
madcap,GRE,GRE核心词,GRE核心词,,adj.,鲁莽的，行为冲动的,,,gre核心词data.xlsx,1
maelstrom,GRE,GRE核心词,GRE核心词,,n.,混乱，动乱,,,gre核心词data.xlsx,1
magisterial,GRE,GRE核心词,GRE核心词,,adj.,权威的,,,gre核心词data.xlsx,1
magnanimous,GRE,GRE核心词,GRE核心词,,adj.,"大度的, 慷慨的",,,gre核心词data.xlsx,1
magnify,GRE,GRE核心词,GRE核心词,,v.,放大,,,gre核心词data.xlsx,1
majestic,GRE,GRE核心词,GRE核心词,,adj.,庄严威武的,,,gre核心词data.xlsx,1
makeshift,GRE,GRE核心词,GRE核心词,,n.,权宜之计,,,gre核心词data.xlsx,1
malady,GRE,GRE核心词,GRE核心词,,n.,疾病,,,gre核心词data.xlsx,1
malfeasance,GRE,GRE核心词,GRE核心词,,n.,违法行为,,,gre核心词data.xlsx,1
malice,GRE,GRE核心词,GRE核心词,,n.,恶意，怨恨,,,gre核心词data.xlsx,1
malign,GRE,GRE核心词,GRE核心词,,adj.,"邪恶的, 恶毒的",,,gre核心词data.xlsx,1
malignant,GRE,GRE核心词,GRE核心词,,adj.,有害的,,,gre核心词data.xlsx,1
malinger,GRE,GRE核心词,GRE核心词,,v.,装病以逃避工作,,,gre核心词data.xlsx,1
malleable,GRE,GRE核心词,GRE核心词,,adj.,易适应的，能适应的,,,gre核心词data.xlsx,1
malodor,GRE,GRE核心词,GRE核心词,,n.,恶臭,,,gre核心词data.xlsx,1
malodorous,GRE,GRE核心词,GRE核心词,,adj.,"难闻的, 恶臭的",,,gre核心词data.xlsx,1
manacle,GRE,GRE核心词,GRE核心词,,v.,限制,,,gre核心词data.xlsx,1
mandate,GRE,GRE核心词,GRE核心词,,v.,命令,,,gre核心词data.xlsx,1
manifest,GRE,GRE核心词,GRE核心词,,adj.,"显然的, 明显的",,,gre核心词data.xlsx,1
manipulate,GRE,GRE核心词,GRE核心词,,v.,操控,,,gre核心词data.xlsx,1
mar,GRE,GRE核心词,GRE核心词,,v.,"损毁, 损伤",,,gre核心词data.xlsx,1
marginal,GRE,GRE核心词,GRE核心词,,adj.,"边缘的, 不重要的",,,gre核心词data.xlsx,1
martinet,GRE,GRE核心词,GRE核心词,,n.,要求严格纪律的人,,,gre核心词data.xlsx,1
marvel,GRE,GRE核心词,GRE核心词,,v.,"震惊, 惊讶",,,gre核心词data.xlsx,1
mastermind,GRE,GRE核心词,GRE核心词,,n.,策划者,,,gre核心词data.xlsx,1
materialize,GRE,GRE核心词,GRE核心词,,v.,实现,,,gre核心词data.xlsx,1
maverick,GRE,GRE核心词,GRE核心词,,n.,标新立异之人,,,gre核心词data.xlsx,1
mawkish,GRE,GRE核心词,GRE核心词,,adj.,恶心做作的,,,gre核心词data.xlsx,1
maze,GRE,GRE核心词,GRE核心词,,n.,迷宫,,,gre核心词data.xlsx,1
meager,GRE,GRE核心词,GRE核心词,,adj.,"不足的, 少的",,,gre核心词data.xlsx,1
meander,GRE,GRE核心词,GRE核心词,,v.,漫无目的地走动,,,gre核心词data.xlsx,1
measured,GRE,GRE核心词,GRE核心词,,adj.,仔细的，有分寸的,,,gre核心词data.xlsx,1
meddle,GRE,GRE核心词,GRE核心词,,v.,干涉,,,gre核心词data.xlsx,1
mediate,GRE,GRE核心词,GRE核心词,,v.,调解,,,gre核心词data.xlsx,1
mediocre,GRE,GRE核心词,GRE核心词,,adj.,"平庸的, 平凡的",,,gre核心词data.xlsx,1
melancholy,GRE,GRE核心词,GRE核心词,,n.,忧伤,,,gre核心词data.xlsx,1
meld,GRE,GRE核心词,GRE核心词,,v.,混合,,,gre核心词data.xlsx,1
menace,GRE,GRE核心词,GRE核心词,,v.,威胁,,,gre核心词data.xlsx,1
mendacious,GRE,GRE核心词,GRE核心词,,adj.,"欺骗的, 不诚实的",,,gre核心词data.xlsx,1
mercenary,GRE,GRE核心词,GRE核心词,,adj.,唯利是图的,,,gre核心词data.xlsx,1
mercurial,GRE,GRE核心词,GRE核心词,,adj.,性格多变的,,,gre核心词data.xlsx,1
meretricious,GRE,GRE核心词,GRE核心词,,adj.,俗里俗气的,,,gre核心词data.xlsx,1
metaphor,GRE,GRE核心词,GRE核心词,,n.,比喻,,,gre核心词data.xlsx,1
mete,GRE,GRE核心词,GRE核心词,,v.,分配,,,gre核心词data.xlsx,1
methodical,GRE,GRE核心词,GRE核心词,,adj.,有条理的,,,gre核心词data.xlsx,1
methodology,GRE,GRE核心词,GRE核心词,,n.,方法论,,,gre核心词data.xlsx,1
meticulous,GRE,GRE核心词,GRE核心词,,adj.,谨慎的,,,gre核心词data.xlsx,1
midst,GRE,GRE核心词,GRE核心词,,n.,当中,,,gre核心词data.xlsx,1
might,GRE,GRE核心词,GRE核心词,,n.,"力量, 权力",,,gre核心词data.xlsx,1
mighty,GRE,GRE核心词,GRE核心词,,adj.,强大的,,,gre核心词data.xlsx,1
milieu,GRE,GRE核心词,GRE核心词,,n.,环境,,,gre核心词data.xlsx,1
millstone,GRE,GRE核心词,GRE核心词,,n.,重担,,,gre核心词data.xlsx,1
mimic,GRE,GRE核心词,GRE核心词,,v.,模仿,,,gre核心词data.xlsx,1
mince,GRE,GRE核心词,GRE核心词,,v.,装腔作势,,,gre核心词data.xlsx,1
ministration,GRE,GRE核心词,GRE核心词,,n.,帮助,,,gre核心词data.xlsx,1
minuscule,GRE,GRE核心词,GRE核心词,,adj.,微小的,,,gre核心词data.xlsx,1
minutia,GRE,GRE核心词,GRE核心词,,n.,"细节, 小事",,,gre核心词data.xlsx,1
mirror,GRE,GRE核心词,GRE核心词,,v.,与...相似,,,gre核心词data.xlsx,1
mirth,GRE,GRE核心词,GRE核心词,,n.,欢乐,,,gre核心词data.xlsx,1
misanthrope,GRE,GRE核心词,GRE核心词,,n.,厌恶人类的人，愤世嫉俗的人,,,gre核心词data.xlsx,1
misconception,GRE,GRE核心词,GRE核心词,,n.,"误解, 错觉",,,gre核心词data.xlsx,1
miserly,GRE,GRE核心词,GRE核心词,,adj.,吝啬的,,,gre核心词data.xlsx,1
misfeasance,GRE,GRE核心词,GRE核心词,,n.,"过失, 不法行为",,,gre核心词data.xlsx,1
misgiving,GRE,GRE核心词,GRE核心词,,n.,不安,,,gre核心词data.xlsx,1
mishandle,GRE,GRE核心词,GRE核心词,,v.,虐待,,,gre核心词data.xlsx,1
mishap,GRE,GRE核心词,GRE核心词,,n.,不幸,,,gre核心词data.xlsx,1
misnomer,GRE,GRE核心词,GRE核心词,,n.,误称,,,gre核心词data.xlsx,1
misuse,GRE,GRE核心词,GRE核心词,,v.,不公平地对待,,,gre核心词data.xlsx,1
mitigate,GRE,GRE核心词,GRE核心词,,v.,减缓,,,gre核心词data.xlsx,1
mock-up,GRE,GRE核心词,GRE核心词,,n.,伪装工事；实物模型,,,gre核心词data.xlsx,1
mockery,GRE,GRE核心词,GRE核心词,,n.,嘲笑,,,gre核心词data.xlsx,1
moderate,GRE,GRE核心词,GRE核心词,,v.,使缓和,,,gre核心词data.xlsx,1
modicum,GRE,GRE核心词,GRE核心词,,n.,少量,,,gre核心词data.xlsx,1
modish,GRE,GRE核心词,GRE核心词,,adj.,时髦的,,,gre核心词data.xlsx,1
mogul,GRE,GRE核心词,GRE核心词,,n.,有权势的人,,,gre核心词data.xlsx,1
molder,GRE,GRE核心词,GRE核心词,,v.,"腐烂, 退化",,,gre核心词data.xlsx,1
mollify,GRE,GRE核心词,GRE核心词,,v.,安抚,,,gre核心词data.xlsx,1
momentary,GRE,GRE核心词,GRE核心词,,adj.,短暂的,,,gre核心词data.xlsx,1
momentous,GRE,GRE核心词,GRE核心词,,adj.,重要的,,,gre核心词data.xlsx,1
monarchy,GRE,GRE核心词,GRE核心词,,n.,君主政体,,,gre核心词data.xlsx,1
monger,GRE,GRE核心词,GRE核心词,,n.,"商人, 贩子",,,gre核心词data.xlsx,1
monochromatic,GRE,GRE核心词,GRE核心词,,adj.,单调的,,,gre核心词data.xlsx,1
monogamy,GRE,GRE核心词,GRE核心词,,n.,一夫一妻制,,,gre核心词data.xlsx,1
monolithic,GRE,GRE核心词,GRE核心词,,adj.,庞大而僵硬的,,,gre核心词data.xlsx,1
monotonous,GRE,GRE核心词,GRE核心词,,adj.,单调的,,,gre核心词data.xlsx,1
moody,GRE,GRE核心词,GRE核心词,,adj.,喜怒无常的,,,gre核心词data.xlsx,1
moonshine,GRE,GRE核心词,GRE核心词,,n.,"空话, 假话",,,gre核心词data.xlsx,1
morale,GRE,GRE核心词,GRE核心词,,n.,士气,,,gre核心词data.xlsx,1
moralistic,GRE,GRE核心词,GRE核心词,,adj.,说教的,,,gre核心词data.xlsx,1
morbid,GRE,GRE核心词,GRE核心词,,adj.,不健康的,,,gre核心词data.xlsx,1
mordant,GRE,GRE核心词,GRE核心词,,adj.,尖酸刻薄的,,,gre核心词data.xlsx,1
moribund,GRE,GRE核心词,GRE核心词,,adj.,濒临死亡的,,,gre核心词data.xlsx,1
morph,GRE,GRE核心词,GRE核心词,,v.,变形,,,gre核心词data.xlsx,1
mortify,GRE,GRE核心词,GRE核心词,,v.,使...尴尬,,,gre核心词data.xlsx,1
motivate,GRE,GRE核心词,GRE核心词,,v.,激励,,,gre核心词data.xlsx,1
mount,GRE,GRE核心词,GRE核心词,,v.,上升,,,gre核心词data.xlsx,1
muckrake,GRE,GRE核心词,GRE核心词,,v.,揭露丑闻,,,gre核心词data.xlsx,1
muddle,GRE,GRE核心词,GRE核心词,,v.,使困惑,,,gre核心词data.xlsx,1
muddy,GRE,GRE核心词,GRE核心词,,v.,使...模糊,,,gre核心词data.xlsx,1
multifarious,GRE,GRE核心词,GRE核心词,,adj.,各种各样的,,,gre核心词data.xlsx,1
multitudinous,GRE,GRE核心词,GRE核心词,,adj.,很多的,,,gre核心词data.xlsx,1
mundane,GRE,GRE核心词,GRE核心词,,adj.,"平凡的, 无聊的",,,gre核心词data.xlsx,1
murky,GRE,GRE核心词,GRE核心词,,adj.,昏暗的,,,gre核心词data.xlsx,1
musty,GRE,GRE核心词,GRE核心词,,adj.,恶臭的,,,gre核心词data.xlsx,1
mutual,GRE,GRE核心词,GRE核心词,,adj.,"相互的, 共同的",,,gre核心词data.xlsx,1
myopic,GRE,GRE核心词,GRE核心词,,adj.,缺乏远见的,,,gre核心词data.xlsx,1
myriad,GRE,GRE核心词,GRE核心词,,adj.,大量丰富的,,,gre核心词data.xlsx,1
narcissism,GRE,GRE核心词,GRE核心词,,n.,自恋,,,gre核心词data.xlsx,1
nascent,GRE,GRE核心词,GRE核心词,,adj.,初始的,,,gre核心词data.xlsx,1
natter,GRE,GRE核心词,GRE核心词,,v.,唠叨，话多,,,gre核心词data.xlsx,1
naysayer,GRE,GRE核心词,GRE核心词,,n.,"否定者, 怀疑者",,,gre核心词data.xlsx,1
nebulous,GRE,GRE核心词,GRE核心词,,adj.,"模糊的, 不清楚的",,,gre核心词data.xlsx,1
necessitate,GRE,GRE核心词,GRE核心词,,v.,使成为必要,,,gre核心词data.xlsx,1
needy,GRE,GRE核心词,GRE核心词,,adj.,贫穷的,,,gre核心词data.xlsx,1
nefarious,GRE,GRE核心词,GRE核心词,,adj.,邪恶的,,,gre核心词data.xlsx,1
negligent,GRE,GRE核心词,GRE核心词,,adj.,疏忽大意的,,,gre核心词data.xlsx,1
negligible,GRE,GRE核心词,GRE核心词,,adj.,可忽略的，不重要的,,,gre核心词data.xlsx,1
neologism,GRE,GRE核心词,GRE核心词,,n.,"新词, 新意思",,,gre核心词data.xlsx,1
neophyte,GRE,GRE核心词,GRE核心词,,n.,新手,,,gre核心词data.xlsx,1
nepotism,GRE,GRE核心词,GRE核心词,,n.,任人唯亲,,,gre核心词data.xlsx,1
nettle,GRE,GRE核心词,GRE核心词,,v.,使... 生气,,,gre核心词data.xlsx,1
neutralize,GRE,GRE核心词,GRE核心词,,v.,"抵消, 使无效",,,gre核心词data.xlsx,1
nexus,GRE,GRE核心词,GRE核心词,,n.,连接,,,gre核心词data.xlsx,1
niche,GRE,GRE核心词,GRE核心词,,n.,小众市场,,,gre核心词data.xlsx,1
nihilism,GRE,GRE核心词,GRE核心词,,n.,虚无主义,,,gre核心词data.xlsx,1
nimble,GRE,GRE核心词,GRE核心词,,adj.,"灵敏的, 轻快的",,,gre核心词data.xlsx,1
no-nonsense,GRE,GRE核心词,GRE核心词,,adj.,直接的，不允许的不相干的事（话）的,,,gre核心词data.xlsx,1
noisome,GRE,GRE核心词,GRE核心词,,adj.,"有害的, 恶臭的",,,gre核心词data.xlsx,1
nominal,GRE,GRE核心词,GRE核心词,,adj.,名义上的,,,gre核心词data.xlsx,1
nonchalant,GRE,GRE核心词,GRE核心词,,adj.,漠不关心的,,,gre核心词data.xlsx,1
nondescript,GRE,GRE核心词,GRE核心词,,adj.,平庸的,,,gre核心词data.xlsx,1
nonentity,GRE,GRE核心词,GRE核心词,,n.,无足轻重的人,,,gre核心词data.xlsx,1
nonplus,GRE,GRE核心词,GRE核心词,,v.,"使困惑, 使不知所措",,,gre核心词data.xlsx,1
nonsensical,GRE,GRE核心词,GRE核心词,,adj.,无意义的,,,gre核心词data.xlsx,1
nostalgia,GRE,GRE核心词,GRE核心词,,n.,思乡,,,gre核心词data.xlsx,1
notorious,GRE,GRE核心词,GRE核心词,,adj.,臭名昭著的,,,gre核心词data.xlsx,1
notwithstanding,GRE,GRE核心词,GRE核心词,,prep.,尽管,,,gre核心词data.xlsx,1
novel,GRE,GRE核心词,GRE核心词,,adj.,新颖的,,,gre核心词data.xlsx,1
novice,GRE,GRE核心词,GRE核心词,,n.,新手,,,gre核心词data.xlsx,1
noxious,GRE,GRE核心词,GRE核心词,,adj.,有害的,,,gre核心词data.xlsx,1
nuance,GRE,GRE核心词,GRE核心词,,n.,小差异,,,gre核心词data.xlsx,1
nugatory,GRE,GRE核心词,GRE核心词,,adj.,不重要的,,,gre核心词data.xlsx,1
nullify,GRE,GRE核心词,GRE核心词,,v.,使...无效,,,gre核心词data.xlsx,1
numinous,GRE,GRE核心词,GRE核心词,,adj.,超自然的,,,gre核心词data.xlsx,1
obdurate,GRE,GRE核心词,GRE核心词,,adj.,固执的,,,gre核心词data.xlsx,1
obeisance,GRE,GRE核心词,GRE核心词,,n.,"尊敬, 敬意",,,gre核心词data.xlsx,1
obfuscate,GRE,GRE核心词,GRE核心词,,v.,使…困惑,,,gre核心词data.xlsx,1
object,GRE,GRE核心词,GRE核心词,,v.,反对,,,gre核心词data.xlsx,1
objectionable,GRE,GRE核心词,GRE核心词,,adj.,令人反感的,,,gre核心词data.xlsx,1
objective,GRE,GRE核心词,GRE核心词,,adj.,客观的,,,gre核心词data.xlsx,1
objurgation,GRE,GRE核心词,GRE核心词,,n.,"斥责, 非难",,,gre核心词data.xlsx,1
obligatory,GRE,GRE核心词,GRE核心词,,adj.,"强制的, 必须的",,,gre核心词data.xlsx,1
oblique,GRE,GRE核心词,GRE核心词,,adj.,间接的,,,gre核心词data.xlsx,1
obliterate,GRE,GRE核心词,GRE核心词,,v.,"抹去, 使...消失",,,gre核心词data.xlsx,1
oblivious,GRE,GRE核心词,GRE核心词,,adj.,"无意识的, 遗忘的",,,gre核心词data.xlsx,1
obloquy,GRE,GRE核心词,GRE核心词,,n.,诋毁，谩骂,,,gre核心词data.xlsx,1
